Date,Asset,Price
2025-01-21,Apple_Price,214.05171507911408
2025-01-22,Apple_Price,215.85933880641852
2025-01-23,Apple_Price,218.40872246904672
2025-01-24,Apple_Price,220.173302703561
2025-01-25,Apple_Price,221.20631285580706
2025-01-26,Apple_Price,223.04751024602055
2025-01-27,Apple_Price,224.72672647385792
2025-01-28,Apple_Price,226.90359533797127
2025-01-29,Apple_Price,228.4139242492832
2025-01-30,Apple_Price,230.2715645116222
2025-01-31,Apple_Price,231.79808765970014
2025-02-01,Apple_Price,233.59693954078674
2025-02-02,Apple_Price,235.11473621842856
2025-02-03,Apple_Price,237.21452367286412
2025-02-04,Apple_Price,239.27220830907183
2025-02-05,Apple_Price,241.15173155048896
2025-02-06,Apple_Price,242.9312405987803
2025-02-07,Apple_Price,244.25470622498798
2025-02-08,Apple_Price,247.38122684509247
2025-02-09,Apple_Price,249.49411953667502
2025-02-10,Apple_Price,250.93583264085908
2025-02-11,Apple_Price,252.93493796352905
2025-02-12,Apple_Price,255.94670031184808
2025-02-13,Apple_Price,258.88437385601515
2025-02-14,Apple_Price,261.28313864339066
2025-02-15,Apple_Price,264.2077977392053
2025-02-16,Apple_Price,264.8870163085001
2025-02-17,Apple_Price,267.5242540969613
2025-02-18,Apple_Price,269.0163658087242
2025-02-19,Apple_Price,271.1905182924339
2025-02-20,Apple_Price,273.18753319175414
2025-02-21,Apple_Price,275.1233338552305
2025-02-22,Apple_Price,277.45066467681715
2025-02-23,Apple_Price,279.5924508362073
2025-02-24,Apple_Price,282.18055144908385
2025-02-25,Apple_Price,284.00485685382074
2025-02-26,Apple_Price,286.32087157940043
2025-02-27,Apple_Price,288.92477058606835
2025-02-28,Apple_Price,291.48584654881165
2025-03-01,Apple_Price,293.47344145055104
2025-03-02,Apple_Price,296.0589885990387
2025-03-03,Apple_Price,298.2198523178225
2025-03-04,Apple_Price,300.2284799287213
2025-01-01,Bitcoin_Price,42835.900000000016
2025-01-02,Bitcoin_Price,43253.6126779134
2025-01-03,Bitcoin_Price,44747.84085989979
2025-01-04,Bitcoin_Price,45187.09005014874
2025-01-05,Bitcoin_Price,45315.19985502236
2025-01-06,Bitcoin_Price,46518.86459380849
2025-01-07,Bitcoin_Price,47508.68722679793
2025-01-08,Bitcoin_Price,47895.86290195701
2025-01-09,Bitcoin_Price,48644.64357287555
2025-01-10,Bitcoin_Price,49722.06922679399
2025-01-11,Bitcoin_Price,49898.325612560824
2025-01-12,Bitcoin_Price,50718.163693504765
2025-01-13,Bitcoin_Price,51671.029004856915
2025-01-14,Bitcoin_Price,51518.709981796084
2025-01-15,Bitcoin_Price,50949.032217362466
2025-01-16,Bitcoin_Price,51021.65522644667
2025-01-17,Bitcoin_Price,52330.96473623643
2025-01-18,Bitcoin_Price,52341.76349698864
2025-01-19,Bitcoin_Price,52904.19092114732
2025-01-20,Bitcoin_Price,53120.02516892152
2025-01-21,Bitcoin_Price,54346.721721774586
2025-01-22,Bitcoin_Price,57239.10477252549
2025-01-23,Bitcoin_Price,59793.63020819895
2025-01-24,Bitcoin_Price,60726.26231617001
2025-01-25,Bitcoin_Price,60783.439957949966
2025-01-26,Bitcoin_Price,60311.18373101377
2025-01-27,Bitcoin_Price,60605.38550333779
2025-01-28,Bitcoin_Price,62223.86331001186
2025-01-29,Bitcoin_Price,63315.0244250719
2025-01-30,Bitcoin_Price,64981.92930315223
2025-01-31,Bitcoin_Price,68100.15524742457
2025-02-01,Bitcoin_Price,69107.6236526645
2025-02-02,Bitcoin_Price,68570.80282115217
2025-02-03,Bitcoin_Price,67735.55313039711
2025-02-04,Bitcoin_Price,67912.82047275461
2025-02-05,Bitcoin_Price,69206.53914302104
2025-02-06,Bitcoin_Price,71765.95955158437
2025-02-07,Bitcoin_Price,71303.46253603399
2025-02-08,Bitcoin_Price,72158.60471616797
2025-02-09,Bitcoin_Price,73062.08308270968
2025-02-10,Bitcoin_Price,76049.81265410729
2025-02-11,Bitcoin_Price,79350.97968341681
2025-02-12,Bitcoin_Price,80534.28341183072
2025-02-13,Bitcoin_Price,84122.15831968228
2025-02-14,Bitcoin_Price,87043.52933696336
2025-02-15,Bitcoin_Price,90322.92729241896
2025-02-16,Bitcoin_Price,93882.85000950235
2025-02-17,Bitcoin_Price,95706.74270838806
2025-02-18,Bitcoin_Price,102205.94270880759
2025-02-19,Bitcoin_Price,100321.13014116419
2025-02-20,Bitcoin_Price,107810.19591486355
2025-02-21,Bitcoin_Price,99377.30005603672
2025-02-22,Bitcoin_Price,105753.67113244448
2025-02-23,Bitcoin_Price,101960.21110089077
2025-02-24,Bitcoin_Price,112781.86263074593
2025-02-25,Bitcoin_Price,112422.51632354053
2025-02-26,Bitcoin_Price,109698.48001180466
2025-02-27,Bitcoin_Price,119368.03983120572
2025-02-28,Bitcoin_Price,119641.25009389185
2025-03-01,Bitcoin_Price,122163.5525752215
2025-03-02,Bitcoin_Price,118070.02689619754
2025-03-03,Bitcoin_Price,113080.37070696318
2025-03-04,Bitcoin_Price,112546.18208746561
2025-01-01,Crude_oil_Price,72.68000000000004
2025-01-02,Crude_oil_Price,73.30770877261286
2025-01-03,Crude_oil_Price,74.76350841682722
2025-01-04,Crude_oil_Price,75.41829297027232
2025-01-05,Crude_oil_Price,76.04814885956236
2025-01-06,Crude_oil_Price,77.22643796022888
2025-01-07,Crude_oil_Price,77.9832330628204
2025-01-08,Crude_oil_Price,78.29789921356635
2025-01-09,Crude_oil_Price,79.07467907229345
2025-01-10,Crude_oil_Price,79.66392662563462
2025-01-11,Crude_oil_Price,80.21743952070072
2025-01-12,Crude_oil_Price,80.95654090671157
2025-01-13,Crude_oil_Price,82.12990439742134
2025-01-14,Crude_oil_Price,82.69227411985369
2025-01-15,Crude_oil_Price,83.82940117322568
2025-01-16,Crude_oil_Price,84.37948979174223
2025-01-17,Crude_oil_Price,85.40186779795232
2025-01-18,Crude_oil_Price,85.37000056858815
2025-01-19,Crude_oil_Price,86.24583160772258
2025-01-20,Crude_oil_Price,86.83908248096436
2025-01-21,Crude_oil_Price,87.62697991885112
2025-01-22,Crude_oil_Price,88.25958458890847
2025-01-23,Crude_oil_Price,89.48344922692897
2025-01-24,Crude_oil_Price,90.04554294577927
2025-01-25,Crude_oil_Price,91.12594428651082
2025-01-26,Crude_oil_Price,91.51823751147644
2025-01-27,Crude_oil_Price,92.01946169730834
2025-01-28,Crude_oil_Price,92.56016563688705
2025-01-29,Crude_oil_Price,93.79918305592257
2025-01-30,Crude_oil_Price,94.95983892810632
2025-01-31,Crude_oil_Price,95.45059809750188
2025-02-01,Crude_oil_Price,96.0180668352443
2025-02-02,Crude_oil_Price,97.25703327790872
2025-02-03,Crude_oil_Price,97.83184515918046
2025-02-04,Crude_oil_Price,99.27559251662643
2025-02-05,Crude_oil_Price,100.15778225322516
2025-02-06,Crude_oil_Price,101.38614074431655
2025-02-07,Crude_oil_Price,102.28714016670621
2025-02-08,Crude_oil_Price,102.4522705887966
2025-02-09,Crude_oil_Price,103.45707514580984
2025-02-10,Crude_oil_Price,104.55222468900303
2025-02-11,Crude_oil_Price,104.92453216431431
2025-02-12,Crude_oil_Price,105.92627775250611
2025-02-13,Crude_oil_Price,107.06748510356553
2025-02-14,Crude_oil_Price,107.72834096520367
2025-02-15,Crude_oil_Price,108.69689662230503
2025-02-16,Crude_oil_Price,109.46812846707302
2025-02-17,Crude_oil_Price,110.62147813453417
2025-02-18,Crude_oil_Price,112.14679762110156
2025-02-19,Crude_oil_Price,113.6738831041655
2025-02-20,Crude_oil_Price,114.52368667859909
2025-02-21,Crude_oil_Price,115.4765951342515
2025-02-22,Crude_oil_Price,116.08239225734756
2025-02-23,Crude_oil_Price,116.62489666233229
2025-02-24,Crude_oil_Price,117.73237448836825
2025-02-25,Crude_oil_Price,118.97099181834848
2025-02-26,Crude_oil_Price,120.25163391114107
2025-02-27,Crude_oil_Price,122.6733598096733
2025-02-28,Crude_oil_Price,124.00048054246503
2025-03-01,Crude_oil_Price,124.48990994638501
2025-03-02,Crude_oil_Price,125.86601344264902
2025-03-03,Crude_oil_Price,127.55302019877733
2025-03-04,Crude_oil_Price,128.33472026244806
2025-01-01,Ethereum_Price,2523.98
2025-01-02,Ethereum_Price,2566.442965152566
2025-01-03,Ethereum_Price,2701.662971496016
2025-01-04,Ethereum_Price,2761.046849359699
2025-01-05,Ethereum_Price,2801.3197581384024
2025-01-06,Ethereum_Price,2915.8514414186916
2025-01-07,Ethereum_Price,3036.4542158583768
2025-01-08,Ethereum_Price,3073.1501863762837
2025-01-09,Ethereum_Price,3139.801464365541
2025-01-10,Ethereum_Price,3250.888075577327
2025-01-11,Ethereum_Price,3318.4556731909297
2025-01-12,Ethereum_Price,3418.106941154915
2025-01-13,Ethereum_Price,3527.7168343872922
2025-01-14,Ethereum_Price,3538.286993211912
2025-01-15,Ethereum_Price,3526.389334510445
2025-01-16,Ethereum_Price,3561.93119876815
2025-01-17,Ethereum_Price,3893.616158772733
2025-01-18,Ethereum_Price,3933.443101043489
2025-01-19,Ethereum_Price,4008.3101516023657
2025-01-20,Ethereum_Price,3900.768095589896
2025-01-21,Ethereum_Price,4033.7783694733257
2025-01-22,Ethereum_Price,4422.235948222144
2025-01-23,Ethereum_Price,4599.010325006183
2025-01-24,Ethereum_Price,4608.463527882342
2025-01-25,Ethereum_Price,4502.204171175113
2025-01-26,Ethereum_Price,4478.627008942991
2025-01-27,Ethereum_Price,4496.090084708189
2025-01-28,Ethereum_Price,4508.9474937124705
2025-01-29,Ethereum_Price,4693.641390694139
2025-01-30,Ethereum_Price,4833.529261652116
2025-01-31,Ethereum_Price,4951.8679482498055
2025-02-01,Ethereum_Price,5110.262175644979
2025-02-02,Ethereum_Price,5180.823153843509
2025-02-03,Ethereum_Price,5180.54626469503
2025-02-04,Ethereum_Price,5487.271715296317
2025-02-05,Ethereum_Price,5616.101095764857
2025-02-06,Ethereum_Price,5913.743993015621
2025-02-07,Ethereum_Price,5802.592515623298
2025-02-08,Ethereum_Price,5901.109102476678
2025-02-09,Ethereum_Price,6038.760803425508
2025-02-10,Ethereum_Price,6421.727855900651
2025-02-11,Ethereum_Price,6743.648736811184
2025-02-12,Ethereum_Price,6745.375497718951
2025-02-13,Ethereum_Price,7307.059164713112
2025-02-14,Ethereum_Price,7435.710837831809
2025-02-15,Ethereum_Price,7641.506530697376
2025-02-16,Ethereum_Price,7978.428137585238
2025-02-17,Ethereum_Price,7964.129004686126
2025-02-18,Ethereum_Price,8696.004311755854
2025-02-19,Ethereum_Price,9169.827959060502
2025-02-20,Ethereum_Price,11152.878790965497
2025-02-21,Ethereum_Price,10088.490929821008
2025-02-22,Ethereum_Price,10536.752038652678
2025-02-23,Ethereum_Price,9512.912313343038
2025-02-24,Ethereum_Price,10952.47965472546
2025-02-25,Ethereum_Price,11505.47056428209
2025-02-26,Ethereum_Price,10547.421322260165
2025-02-27,Ethereum_Price,11902.300290728019
2025-02-28,Ethereum_Price,11619.946885974545
2025-03-01,Ethereum_Price,11072.670595313391
2025-03-02,Ethereum_Price,10339.08814936266
2025-03-03,Ethereum_Price,10044.700494688328
2025-03-04,Ethereum_Price,11404.951903008447
2025-01-01,Gold_Price,2061.0999999999995
2025-01-02,Gold_Price,2066.4229334643646
2025-01-03,Gold_Price,2070.2161448523334
2025-01-04,Gold_Price,2074.2254696992864
2025-01-05,Gold_Price,2074.1637171149587
2025-01-06,Gold_Price,2074.700104979049
2025-01-07,Gold_Price,2078.5455334948033
2025-01-08,Gold_Price,2082.2032860307945
2025-01-09,Gold_Price,2084.104324381507
2025-01-10,Gold_Price,2088.79317492277
2025-01-11,Gold_Price,2092.3611709279407
2025-01-12,Gold_Price,2097.6082997914614
2025-01-13,Gold_Price,2103.0745233494
2025-01-14,Gold_Price,2108.5845770601973
2025-01-15,Gold_Price,2112.14464057148
2025-01-16,Gold_Price,2118.0913553586474
2025-01-17,Gold_Price,2123.133276116125
2025-01-18,Gold_Price,2128.9795822828105
2025-01-19,Gold_Price,2133.682878010455
2025-01-20,Gold_Price,2138.5386553007856
2025-01-21,Gold_Price,2143.346180501113
2025-01-22,Gold_Price,2144.420050739546
2025-01-23,Gold_Price,2151.305321359619
2025-01-24,Gold_Price,2158.9654799295786
2025-01-25,Gold_Price,2163.6738361177718
2025-01-26,Gold_Price,2172.3253056230337
2025-01-27,Gold_Price,2179.1394225233075
2025-01-28,Gold_Price,2186.367017304836
2025-01-29,Gold_Price,2191.5187316745655
2025-01-30,Gold_Price,2199.902201923266
2025-01-31,Gold_Price,2204.0469312621058
2025-02-01,Gold_Price,2209.241087850684
2025-02-02,Gold_Price,2212.3204699368284
2025-02-03,Gold_Price,2213.7794888964568
2025-02-04,Gold_Price,2220.0105270678782
2025-02-05,Gold_Price,2223.2832893767854
2025-02-06,Gold_Price,2227.290310762181
2025-02-07,Gold_Price,2230.744886940318
2025-02-08,Gold_Price,2237.6000596302943
2025-02-09,Gold_Price,2243.211030635174
2025-02-10,Gold_Price,2244.5103650298547
2025-02-11,Gold_Price,2251.998294819042
2025-02-12,Gold_Price,2260.9753261624846
2025-02-13,Gold_Price,2267.7693379913103
2025-02-14,Gold_Price,2271.3169136130387
2025-02-15,Gold_Price,2278.927077498899
2025-02-16,Gold_Price,2284.5982047652806
2025-02-17,Gold_Price,2289.7879638270724
2025-02-18,Gold_Price,2294.1624288238995
2025-02-19,Gold_Price,2298.789497139642
2025-02-20,Gold_Price,2303.8900219322054
2025-02-21,Gold_Price,2305.549661026186
2025-02-22,Gold_Price,2315.3656961381007
2025-02-23,Gold_Price,2321.2373366794995
2025-02-24,Gold_Price,2326.9012930859494
2025-02-25,Gold_Price,2333.9124670082792
2025-02-26,Gold_Price,2339.6563173580466
2025-02-27,Gold_Price,2344.5099881382025
2025-02-28,Gold_Price,2350.5980064715063
2025-03-01,Gold_Price,2361.0264645274456
2025-03-02,Gold_Price,2366.527693836334
2025-03-03,Gold_Price,2372.4567577928897
2025-03-04,Gold_Price,2379.716826018695
2025-01-01,Google_Price,142.65000000000006
2025-01-02,Google_Price,143.3006967464431
2025-01-03,Google_Price,145.68266165586323
2025-01-04,Google_Price,146.72690036307137
2025-01-05,Google_Price,146.77136786600838
2025-01-06,Google_Price,147.68571875863316
2025-01-07,Google_Price,149.08080702210376
2025-01-08,Google_Price,149.59971629248344
2025-01-09,Google_Price,150.96852492681913
2025-01-10,Google_Price,152.45980524860877
2025-01-11,Google_Price,153.51357138590095
2025-01-12,Google_Price,155.091858063464
2025-01-13,Google_Price,157.2067066625613
2025-01-14,Google_Price,158.6373051691348
2025-01-15,Google_Price,159.2376529395717
2025-01-16,Google_Price,160.525540117332
2025-01-17,Google_Price,162.04587172978148
2025-01-18,Google_Price,162.6585984601865
2025-01-19,Google_Price,164.624172932099
2025-01-20,Google_Price,165.60290060170536
2025-01-21,Google_Price,166.9755764427196
2025-01-22,Google_Price,168.61369003682182
2025-01-23,Google_Price,171.08822970715434
2025-01-24,Google_Price,172.53404854444622
2025-01-25,Google_Price,173.5270252318981
2025-01-26,Google_Price,174.4699400718453
2025-01-27,Google_Price,175.6046945197747
2025-01-28,Google_Price,177.34144437009218
2025-01-29,Google_Price,178.38593943504432
2025-01-30,Google_Price,180.98937697001207
2025-01-31,Google_Price,182.70471589793522
2025-02-01,Google_Price,184.5833744991861
2025-02-02,Google_Price,186.18572924242582
2025-02-03,Google_Price,187.0712504428372
2025-02-04,Google_Price,188.82066550440092
2025-02-05,Google_Price,190.37323120389286
2025-02-06,Google_Price,192.04468933961257
2025-02-07,Google_Price,193.85994935154798
2025-02-08,Google_Price,196.56912927993196
2025-02-09,Google_Price,197.92656167706573
2025-02-10,Google_Price,199.50899177484132
2025-02-11,Google_Price,201.72011172972142
2025-02-12,Google_Price,204.60442012789522
2025-02-13,Google_Price,207.21982448129114
2025-02-14,Google_Price,208.92532022190937
2025-02-15,Google_Price,211.74692789371016
2025-02-16,Google_Price,213.06074577089336
2025-02-17,Google_Price,215.85523413297568
2025-02-18,Google_Price,217.19460790465394
2025-02-19,Google_Price,219.8235071063451
2025-02-20,Google_Price,222.7469654939437
2025-02-21,Google_Price,223.0936292041855
2025-02-22,Google_Price,226.17891850068824
2025-02-23,Google_Price,227.67537214927364
2025-02-24,Google_Price,230.61815392652554
2025-02-25,Google_Price,232.09611558947705
2025-02-26,Google_Price,233.45977956113654
2025-02-27,Google_Price,236.13055993718473
2025-02-28,Google_Price,239.49086287791962
2025-03-01,Google_Price,242.4858769412533
2025-03-02,Google_Price,246.07491611022763
2025-03-03,Google_Price,248.8775445094117
2025-03-04,Google_Price,251.5355805496655
2025-01-01,Meta_Price,374.4899999999999
2025-01-02,Meta_Price,373.45111623936
2025-01-03,Meta_Price,380.81922365561275
2025-01-04,Meta_Price,381.901180560761
2025-01-05,Meta_Price,379.79072117744096
2025-01-06,Meta_Price,378.61382189992935
2025-01-07,Meta_Price,383.0927203403413
2025-01-08,Meta_Price,382.883650685221
2025-01-09,Meta_Price,384.720000820128
2025-01-10,Meta_Price,390.4037139813789
2025-01-11,Meta_Price,387.47979045514853
2025-01-12,Meta_Price,389.7239580887451
2025-01-13,Meta_Price,391.4092514347858
2025-01-14,Meta_Price,393.98249520811646
2025-01-15,Meta_Price,390.91361650769227
2025-01-16,Meta_Price,391.85023286196633
2025-01-17,Meta_Price,393.3770170780794
2025-01-18,Meta_Price,390.3522611922808
2025-01-19,Meta_Price,393.9532029380211
2025-01-20,Meta_Price,391.8944308153023
2025-01-21,Meta_Price,391.5002914528755
2025-01-22,Meta_Price,395.66406332829666
2025-01-23,Meta_Price,401.9737021410027
2025-01-24,Meta_Price,412.0759602999376
2025-01-25,Meta_Price,405.67241245953136
2025-01-26,Meta_Price,403.9349883732495
2025-01-27,Meta_Price,403.8786329964807
2025-01-28,Meta_Price,414.7612547095059
2025-01-29,Meta_Price,415.9230776615328
2025-01-30,Meta_Price,411.89991278908155
2025-01-31,Meta_Price,418.03933797288715
2025-02-01,Meta_Price,421.491722504767
2025-02-02,Meta_Price,424.95502953011624
2025-02-03,Meta_Price,420.4425111614836
2025-02-04,Meta_Price,415.6951983528527
2025-02-05,Meta_Price,421.088542112623
2025-02-06,Meta_Price,428.77667832070506
2025-02-07,Meta_Price,434.4343695525439
2025-02-08,Meta_Price,427.98839180101817
2025-02-09,Meta_Price,424.3847191608891
2025-02-10,Meta_Price,424.8111807716359
2025-02-11,Meta_Price,431.6172508191577
2025-02-12,Meta_Price,445.53463972768844
2025-02-13,Meta_Price,449.9128623022771
2025-02-14,Meta_Price,459.6117752657177
2025-02-15,Meta_Price,460.32715706564903
2025-02-16,Meta_Price,460.7826855527465
2025-02-17,Meta_Price,462.2631441247853
2025-02-18,Meta_Price,459.1510833051013
2025-02-19,Meta_Price,456.0056520991052
2025-02-20,Meta_Price,457.562590957926
2025-02-21,Meta_Price,452.22854076249183
2025-02-22,Meta_Price,468.7979804226607
2025-02-23,Meta_Price,464.1804341607982
2025-02-24,Meta_Price,477.7924559682697
2025-02-25,Meta_Price,474.14395016217173
2025-02-26,Meta_Price,474.28357211999685
2025-02-27,Meta_Price,470.79255175643016
2025-02-28,Meta_Price,479.9252738679734
2025-03-01,Meta_Price,501.78318778424153
2025-03-02,Meta_Price,506.69084008012294
2025-03-03,Meta_Price,499.2727959065671
2025-03-04,Meta_Price,505.5259369418455
2025-01-01,Microsoft_Price,388.47000000000014
2025-01-02,Microsoft_Price,390.897279459581
2025-01-03,Microsoft_Price,398.224736124793
2025-01-04,Microsoft_Price,402.0422331437033
2025-01-05,Microsoft_Price,403.29325155664014
2025-01-06,Microsoft_Price,406.00110377876
2025-01-07,Microsoft_Price,410.27427803467623
2025-01-08,Microsoft_Price,412.7579741928143
2025-01-09,Microsoft_Price,417.12782183921814
2025-01-10,Microsoft_Price,422.04421978204607
2025-01-11,Microsoft_Price,426.41336908699026
2025-01-12,Microsoft_Price,431.42004533126055
2025-01-13,Microsoft_Price,437.8656815137509
2025-01-14,Microsoft_Price,442.941787984983
2025-01-15,Microsoft_Price,445.3994081647195
2025-01-16,Microsoft_Price,450.33132068980854
2025-01-17,Microsoft_Price,455.4752535906541
2025-01-18,Microsoft_Price,458.5773153970846
2025-01-19,Microsoft_Price,464.9905819424208
2025-01-20,Microsoft_Price,469.1113052512137
2025-01-21,Microsoft_Price,473.09406164332387
2025-01-22,Microsoft_Price,478.0170007582497
2025-01-23,Microsoft_Price,486.1337360343136
2025-01-24,Microsoft_Price,491.5613801224343
2025-01-25,Microsoft_Price,495.88605056599863
2025-01-26,Microsoft_Price,500.4682015025839
2025-01-27,Microsoft_Price,505.739563051117
2025-01-28,Microsoft_Price,512.9853888323993
2025-01-29,Microsoft_Price,516.9686843648217
2025-01-30,Microsoft_Price,525.3727779405846
2025-01-31,Microsoft_Price,530.9613681424348
2025-02-01,Microsoft_Price,537.808104742198
2025-02-02,Microsoft_Price,542.9714574525724
2025-02-03,Microsoft_Price,546.7977653459526
2025-02-04,Microsoft_Price,553.9285913287255
2025-02-05,Microsoft_Price,559.8595468227229
2025-02-06,Microsoft_Price,565.1680335703151
2025-02-07,Microsoft_Price,571.8649024250957
2025-02-08,Microsoft_Price,581.1922620755756
2025-02-09,Microsoft_Price,586.9344526411166
2025-02-10,Microsoft_Price,592.0309028949554
2025-02-11,Microsoft_Price,599.8118793872343
2025-02-12,Microsoft_Price,610.088399014936
2025-02-13,Microsoft_Price,619.0600299902507
2025-02-14,Microsoft_Price,626.617312389764
2025-02-15,Microsoft_Price,636.0867766060617
2025-02-16,Microsoft_Price,641.3836968270524
2025-02-17,Microsoft_Price,649.7133118779336
2025-02-18,Microsoft_Price,654.8499348849389
2025-02-19,Microsoft_Price,664.0910509664182
2025-02-20,Microsoft_Price,672.8759069814786
2025-02-21,Microsoft_Price,676.6310927026249
2025-02-22,Microsoft_Price,687.2526936963206
2025-02-23,Microsoft_Price,693.6528463268229
2025-02-24,Microsoft_Price,704.4283121026856
2025-02-25,Microsoft_Price,710.7280078292072
2025-02-26,Microsoft_Price,718.3817608649815
2025-02-27,Microsoft_Price,727.2396378976413
2025-02-28,Microsoft_Price,738.5801367358763
2025-03-01,Microsoft_Price,748.2492217605813
2025-03-02,Microsoft_Price,761.0588208024666
2025-03-03,Microsoft_Price,770.1317208994426
2025-03-04,Microsoft_Price,779.8899084926736
2025-01-01,Nasdaq_100_Price,16832.91999999999
2025-01-02,Nasdaq_100_Price,16859.665748026495
2025-01-03,Nasdaq_100_Price,17066.41883632397
2025-01-04,Nasdaq_100_Price,17127.187152721577
2025-01-05,Nasdaq_100_Price,17129.337418259867
2025-01-06,Nasdaq_100_Price,17182.88786346097
2025-01-07,Nasdaq_100_Price,17288.61510330634
2025-01-08,Nasdaq_100_Price,17326.749465884386
2025-01-09,Nasdaq_100_Price,17422.169135848446
2025-01-10,Nasdaq_100_Price,17531.416542550935
2025-01-11,Nasdaq_100_Price,17607.523677163965
2025-01-12,Nasdaq_100_Price,17730.862203064386
2025-01-13,Nasdaq_100_Price,17904.359044028915
2025-01-14,Nasdaq_100_Price,18013.476871708808
2025-01-15,Nasdaq_100_Price,18029.91242693221
2025-01-16,Nasdaq_100_Price,18120.751359517693
2025-01-17,Nasdaq_100_Price,18222.36771707191
2025-01-18,Nasdaq_100_Price,18260.184120483176
2025-01-19,Nasdaq_100_Price,18395.363041942262
2025-01-20,Nasdaq_100_Price,18472.742472264446
2025-01-21,Nasdaq_100_Price,18553.594268555724
2025-01-22,Nasdaq_100_Price,18668.89272451759
2025-01-23,Nasdaq_100_Price,18869.110655526274
2025-01-24,Nasdaq_100_Price,18985.20134134979
2025-01-25,Nasdaq_100_Price,19061.274086761234
2025-01-26,Nasdaq_100_Price,19151.565601534952
2025-01-27,Nasdaq_100_Price,19250.18956337177
2025-01-28,Nasdaq_100_Price,19408.94434328531
2025-01-29,Nasdaq_100_Price,19476.93353145509
2025-01-30,Nasdaq_100_Price,19635.341662246592
2025-01-31,Nasdaq_100_Price,19753.854067360036
